Series0,
AXIS0,OUTPUT
Main.Studies.InverseDynamicStudy.Output.Abscissa.t,Main.Studies.InverseDynamicStudy.Output.BodyModel.SelectedOutput.Trunk.JointReactionForce.L5SacrumProximoDistalForce
 3.300066000000000e+00, 1.040818020995829e+02
 3.316733000000000e+00, 1.008208614766709e+02
 3.333400000000000e+00, 1.022771038710799e+02
 3.350067000000000e+00, 1.029362728634039e+02
 3.366734000000000e+00, 1.015297479156999e+02
 3.383401000000000e+00, 9.377275816246834e+01
 3.400068000000000e+00, 8.160437360654686e+01
 3.416735000000001e+00, 6.384921040922569e+01
 3.433402000000000e+00, 6.236786467587206e+01
 3.450069000000000e+00, 7.104271615997169e+01
 3.466736000000000e+00, 8.294409337895985e+01
 3.483403000000000e+00, 9.725683782583661e+01
 3.500070000000000e+00, 1.211561583611097e+02
 3.516737000000000e+00, 1.319524893531772e+02
 3.533404000000000e+00, 1.227620639868265e+02
 3.550071000000000e+00, 1.076541458191233e+02
 3.566738000000000e+00, 2.326315573169655e+02
 3.583405000000000e+00, 1.191910261590220e+03
 3.600072000000000e+00, 9.465275646850371e+02
 3.616739000000000e+00, 7.026910341728619e+02
 3.633406000000000e+00, 8.707145413022470e+02
 3.650073000000000e+00, 1.232050945405851e+03
 3.666740000000000e+00, 1.414626160567964e+03
 3.683407000000000e+00, 1.623056369043544e+03
 3.700074000000000e+00, 2.088886026694874e+03
 3.716741000000000e+00, 2.581381260839385e+03
 3.733408000000000e+00, 2.799424953248353e+03
 3.750075000000000e+00, 2.850727531065802e+03
 3.766742000000000e+00, 2.860477569459958e+03
 3.783409000000000e+00, 2.901929229239883e+03
 3.800076000000000e+00, 2.945599201638972e+03
 3.816743000000000e+00, 2.978635594631508e+03
 3.833410000000000e+00, 3.016331916212198e+03
 3.850077000000000e+00, 3.037124776593574e+03
 3.866744000000000e+00, 3.029810230602307e+03
 3.883411000000000e+00, 3.023736055177944e+03
 3.900078000000000e+00, 3.028614623476041e+03
 3.916745000000000e+00, 3.021750473902297e+03
 3.933412000000000e+00, 2.989508851272229e+03
 3.950079000000000e+00, 2.955319156410005e+03
 3.966746000000000e+00, 2.936213982321757e+03
 3.983413000000000e+00, 2.932520931030943e+03
 4.000080000000001e+00, 2.927301722358556e+03
 4.016747000000001e+00, 2.912012324613318e+03
 4.033414000000000e+00, 2.899296621663937e+03
 4.050081000000000e+00, 2.908117625995449e+03
 4.066748000000000e+00, 2.954994604516483e+03
 4.083415000000000e+00, 3.007993631714280e+03
 4.100082000000000e+00, 3.042666665372460e+03
 4.116749000000000e+00, 3.039639057367583e+03
 4.133416000000000e+00, 3.030256046101153e+03
 4.150083000000000e+00, 3.025095298870162e+03
 4.166750000000000e+00, 3.020074204388013e+03
 4.183417000000000e+00, 3.065778348756725e+03
 4.200084000000000e+00, 3.127388677221937e+03
 4.216751000000000e+00, 3.209016562374277e+03
 4.233418000000000e+00, 3.287766812957288e+03
 4.250085000000000e+00, 3.348841398876466e+03
 4.266752000000000e+00, 3.385892642507958e+03
 4.283419000000000e+00, 3.403166269437684e+03
 4.300086000000000e+00, 3.451001175900352e+03
 4.316753000000000e+00, 3.517671256744829e+03
 4.333420000000000e+00, 3.475343150369736e+03
 4.350087000000000e+00, 3.514133187611499e+03
 4.366754000000000e+00, 3.716833888719368e+03
 4.383421000000000e+00, 4.469610237174075e+03
 4.400088000000000e+00, 4.918665858922000e+03
 4.416755000000000e+00, 5.239937577935537e+03
 4.433422000000000e+00, 5.148517570124840e+03
 4.450089000000000e+00, 4.912820064791815e+03
 4.466756000000000e+00, 4.900368884762571e+03
 4.483423000000000e+00, 4.842740375814345e+03
 4.500090000000000e+00, 4.753134809392783e+03
 4.516757000000000e+00, 4.779491471132248e+03
 4.533424000000000e+00, 4.869179391498657e+03
 4.550091000000000e+00, 4.868888095692346e+03
 4.566758000000000e+00, 4.905693583312012e+03
 4.583425000000000e+00, 4.974426305189249e+03
 4.600092000000000e+00, 4.977720579912751e+03
 4.616759000000000e+00, 5.009642448765786e+03
 4.633426000000000e+00, 5.079990299125942e+03
 4.650093000000000e+00, 4.999631371052475e+03
 4.666760000000000e+00, 4.903373717025838e+03
 4.683427000000000e+00, 4.902062129626406e+03
 4.700094000000000e+00, 4.860081253263699e+03
 4.716761000000000e+00, 4.772002669692471e+03
 4.733428000000000e+00, 4.685699603605413e+03
 4.750095000000000e+00, 4.677108106180555e+03
 4.766762000000000e+00, 4.590622090488177e+03
 4.783429000000000e+00, 4.580748403042756e+03
 4.800096000000000e+00, 4.570970044203266e+03
 4.816763000000000e+00, 4.588123974195226e+03
 4.833430000000000e+00, 4.631603598428052e+03
 4.850097000000000e+00, 4.601752507093998e+03
 4.866764000000000e+00, 4.712520606003992e+03
 4.883431000000001e+00, 4.681157760684397e+03
 4.900098000000000e+00, 4.738080155299584e+03
 4.916765000000000e+00, 4.766217406101385e+03
 4.933432000000001e+00, 4.811223883108227e+03
 4.950099000000001e+00, 4.808865527539313e+03
 4.966766000000000e+00, 4.790582476325166e+03
 4.983433000000000e+00, 4.786994003636452e+03
 5.000100000000001e+00, 4.815672728323122e+03
 5.016767000000000e+00, 4.835769288287509e+03
 5.033434000000000e+00, 4.848514413080497e+03
 5.050101000000001e+00, 4.844859120977123e+03
 5.066768000000001e+00, 4.837158056282727e+03
 5.083435000000000e+00, 4.852938709409484e+03
 5.100102000000000e+00, 4.861045175718007e+03
 5.116769000000001e+00, 4.858584994495375e+03
 5.133436000000001e+00, 4.851221189747778e+03
 5.150103000000000e+00, 4.844270142013939e+03
 5.166770000000000e+00, 4.838609095994791e+03
 5.183437000000001e+00, 4.891988565124734e+03
 5.200104000000001e+00, 4.930515924892257e+03
 5.216771000000000e+00, 4.929180943494951e+03
 5.233438000000000e+00, 4.937459840484999e+03
 5.250105000000000e+00, 4.931657479417309e+03
 5.266772000000000e+00, 4.972494556402661e+03
 5.283439000000000e+00, 4.983161514594040e+03
 5.300106000000000e+00, 5.049431908790537e+03
 5.316773000000000e+00, 5.056011136790513e+03
 5.333440000000000e+00, 5.058023184225211e+03
 5.350107000000000e+00, 5.053090862289952e+03
 5.366774000000000e+00, 5.001782309363129e+03
 5.383441000000000e+00, 5.013902951594657e+03
 5.400107999999999e+00, 5.081235165310763e+03
 5.416775000000000e+00, 5.117602460267430e+03
 5.433442000000000e+00, 5.122231057661281e+03
 5.450109000000000e+00, 5.106249642617698e+03
 5.466775999999999e+00, 5.083038280661764e+03
 5.483443000000000e+00, 5.090744118211777e+03
 5.500110000000000e+00, 5.151998427663624e+03
 5.516777000000000e+00, 5.141701012937566e+03
 5.533444000000000e+00, 5.159446924224902e+03
 5.550111000000000e+00, 5.143218855556530e+03
 5.566778000000000e+00, 5.160864441670287e+03
 5.583444999999999e+00, 5.180486316762444e+03
 5.600112000000000e+00, 5.203678248836874e+03
 5.616779000000000e+00, 5.252352297463653e+03
 5.633446000000000e+00, 5.209089897968608e+03
 5.650112999999999e+00, 5.130718508442304e+03
 5.666780000000000e+00, 5.143718406613472e+03
 5.683447000000000e+00, 5.249611761189256e+03
 5.700114000000000e+00, 5.155037194739985e+03
 5.716781000000000e+00, 5.220285379420091e+03
 5.733448000000000e+00, 5.308576819736585e+03
 5.750115000000000e+00, 5.336731439112288e+03
 5.766782000000001e+00, 5.252122786201000e+03
 5.783449000000000e+00, 5.118818960101021e+03
 5.800116000000000e+00, 5.093236222703937e+03
 5.816783000000000e+00, 5.045612872011016e+03
 5.833450000000001e+00, 5.033533896759600e+03
 5.850117000000000e+00, 5.155095372414524e+03
 5.866784000000000e+00, 5.104445199086152e+03
 5.883451000000000e+00, 5.154543717102863e+03
 5.900118000000000e+00, 5.174127470763069e+03
 5.916785000000000e+00, 5.173966423086775e+03
 5.933452000000000e+00, 5.165508696998234e+03
 5.950119000000001e+00, 5.159722140444794e+03
 5.966786000000000e+00, 5.154897749269930e+03
 5.983453000000000e+00, 5.148803025293432e+03
 6.000120000000000e+00, 5.149442603907245e+03
 6.016787000000001e+00, 5.163419344429539e+03
 6.033454000000000e+00, 5.206325388613930e+03
 6.050121000000000e+00, 5.217802774292637e+03
 6.066788000000001e+00, 5.304189199960183e+03
 6.083455000000001e+00, 5.389801772380043e+03
 6.100122000000000e+00, 5.423830448864994e+03
 6.116789000000000e+00, 5.429358615855489e+03
 6.133456000000001e+00, 5.345797189783451e+03
 6.150123000000001e+00, 5.270700659719531e+03
 6.166790000000000e+00, 5.277808900059048e+03
 6.183457000000000e+00, 5.247342121253020e+03
 6.200124000000001e+00, 5.202238226283684e+03
 6.216791000000000e+00, 5.204530418244313e+03
 6.233458000000000e+00, 5.226259574684519e+03
 6.250125000000001e+00, 5.254308227868357e+03
 6.266792000000001e+00, 5.283522405804547e+03
 6.283459000000000e+00, 5.267965990283149e+03
 6.300126000000000e+00, 5.226827436043659e+03
 6.316793000000001e+00, 5.189388086257641e+03
 6.333460000000001e+00, 5.171880691899836e+03
 6.350127000000000e+00, 5.178732478019090e+03
 6.366794000000000e+00, 5.178111227534573e+03
 6.383461000000000e+00, 5.172947535904822e+03
 6.400128000000000e+00, 5.160882144535868e+03
 6.416795000000000e+00, 5.166994758234923e+03
 6.433462000000000e+00, 5.162523478775475e+03
 6.450129000000000e+00, 5.163691419909503e+03
 6.466796000000000e+00, 5.178942032322220e+03
 6.483463000000000e+00, 5.197094753904666e+03
 6.500130000000000e+00, 5.221188504277169e+03
 6.516797000000000e+00, 5.245950671538557e+03
 6.533463999999999e+00, 5.271598313731024e+03
 6.550131000000000e+00, 5.288508899228151e+03
 6.566798000000000e+00, 5.285871219379219e+03
 6.583465000000000e+00, 5.251788446296970e+03
 6.600131999999999e+00, 5.196178443709631e+03
 6.616799000000000e+00, 5.136052368432192e+03
 6.633466000000000e+00, 5.092538495324056e+03
 6.650133000000000e+00, 5.072122685438531e+03
 6.666799999999999e+00, 5.021007420634221e+03
 6.683467000000000e+00, 5.029740531125453e+03
 6.700134000000000e+00, 5.051161514508259e+03
 6.716801000000000e+00, 5.083378115020047e+03
 6.733468000000000e+00, 5.122787308009359e+03
 6.750135000000000e+00, 5.133587592869592e+03
 6.766802000000000e+00, 5.060288136020647e+03
 6.783469000000001e+00, 5.042413267472148e+03
 6.800136000000000e+00, 5.020338870307985e+03
 6.816803000000000e+00, 5.014388514119099e+03
 6.833470000000000e+00, 4.995575954661489e+03
 6.850136999999999e+00, 4.984965446826509e+03
 6.866804000000000e+00, 5.005753220411028e+03
 6.883471000000000e+00, 5.059372228093868e+03
 6.900138000000000e+00, 5.153448220903018e+03
 6.916805000000000e+00, 5.105236926482365e+03
 6.933472000000000e+00, 5.184885797942677e+03
 6.950139000000000e+00, 5.176454692266785e+03
 6.966806000000001e+00, 5.199499352101055e+03
 6.983473000000000e+00, 5.243171305586195e+03
 7.000140000000000e+00, 5.238572545705701e+03
 7.016807000000000e+00, 5.191992498559232e+03
 7.033474000000001e+00, 5.156216480983921e+03
 7.050141000000000e+00, 5.104067056318879e+03
 7.066808000000000e+00, 5.036278765251236e+03
 7.083475000000001e+00, 4.972085748912863e+03
 7.100142000000001e+00, 5.013367765245464e+03
 7.116809000000000e+00, 5.066832268696797e+03
 7.133476000000000e+00, 5.155542946055729e+03
 7.150143000000001e+00, 5.177666696772582e+03
 7.166810000000000e+00, 5.226249966473071e+03
 7.183477000000000e+00, 5.325662916305014e+03
 7.200144000000000e+00, 5.385058914725175e+03
 7.216811000000001e+00, 5.452027632529413e+03
 7.233478000000000e+00, 5.550215908018736e+03
 7.250145000000000e+00, 5.599836936578086e+03
 7.266812000000001e+00, 5.623947458503070e+03
 7.283479000000001e+00, 5.632466872054145e+03
 7.300146000000000e+00, 5.624197821377416e+03
 7.316813000000000e+00, 5.644044541199382e+03
 7.333480000000001e+00, 5.571307200488333e+03
 7.350147000000001e+00, 5.624936308746338e+03
 7.366814000000000e+00, 5.565338090432486e+03
 7.383481000000000e+00, 5.525683157178537e+03
 7.400148000000001e+00, 5.561577574494659e+03
 7.416815000000000e+00, 5.584602450411921e+03
 7.433482000000000e+00, 5.524007358262510e+03
 7.450149000000001e+00, 5.417305638962535e+03
 7.466816000000001e+00, 5.293862513867082e+03
 7.483483000000000e+00, 5.192091670138028e+03
 7.500150000000000e+00, 5.189950326108160e+03
 7.516817000000001e+00, 5.193213928077460e+03
 7.533484000000001e+00, 5.230024219656432e+03
 7.550151000000000e+00, 5.302398935731729e+03
 7.566818000000000e+00, 5.318212777306721e+03
 7.583485000000000e+00, 5.366947179567393e+03
 7.600152000000000e+00, 5.437820798131774e+03
 7.616819000000000e+00, 5.524694005397701e+03
 7.633486000000000e+00, 5.659817010891320e+03
 7.650153000000000e+00, 5.761407300708876e+03
 7.666820000000000e+00, 5.880078419798072e+03
 7.683487000000000e+00, 5.937994421694773e+03
 7.700154000000000e+00, 6.019295008358756e+03
 7.716821000000000e+00, 6.083380074033080e+03
 7.733487999999999e+00, 6.117219509261055e+03
 7.750155000000000e+00, 6.074663019827432e+03
 7.766822000000000e+00, 5.999711544302295e+03
 7.783489000000000e+00, 5.921374196565902e+03
 7.800155999999999e+00, 5.836747742147048e+03
 7.816823000000000e+00, 5.965464149851636e+03
 7.833490000000000e+00, 6.029158419759003e+03
 7.850157000000000e+00, 6.015264710346666e+03
 7.866823999999999e+00, 5.983604197472749e+03
 7.883491000000000e+00, 6.006994065507021e+03
 7.900158000000000e+00, 6.006873000211326e+03
 7.916825000000000e+00, 5.997944848083987e+03
 7.933492000000000e+00, 5.938434520370423e+03
 7.950159000000000e+00, 5.840848606150441e+03
 7.966826000000000e+00, 5.979768271301728e+03
 7.983493000000001e+00, 6.081966748166903e+03
 8.000160000000001e+00, 6.169350285458730e+03
 8.016827000000001e+00, 6.174162204434007e+03
 8.033494000000001e+00, 6.067400272638972e+03
 8.050160999999999e+00, 6.102613278108439e+03
 8.066827999999999e+00, 6.077291145321065e+03
 8.083495000000001e+00, 6.072564547284976e+03
 8.100162000000001e+00, 6.091701145213849e+03
 8.116828999999999e+00, 6.171362844754526e+03
 8.133495999999999e+00, 6.273613425563172e+03
 8.150163000000001e+00, 6.419139039550821e+03
 8.166830000000001e+00, 6.461409414741497e+03
 8.183496999999999e+00, 6.656717862879470e+03
 8.200164000000001e+00, 6.723254427250368e+03
 8.216831000000001e+00, 6.734548716429662e+03
 8.233498000000001e+00, 6.669390758927884e+03
 8.250164999999999e+00, 6.711247540651452e+03
 8.266832000000001e+00, 6.703839449271691e+03
 8.283499000000001e+00, 6.698065821751149e+03
 8.300166000000001e+00, 6.717041181578772e+03
 8.316833000000001e+00, 6.596018230516267e+03
 8.333500000000001e+00, 6.543220100403600e+03
 8.350167000000001e+00, 6.643955061244010e+03
 8.366833999999999e+00, 6.696277604258166e+03
 8.383501000000001e+00, 6.768881642317889e+03
 8.400168000000001e+00, 6.817920578937103e+03
 8.416835000000001e+00, 6.962411154998477e+03
 8.433501999999999e+00, 6.799916544145373e+03
 8.450169000000001e+00, 6.770376943426236e+03
 8.466836000000001e+00, 6.859948901739328e+03
 8.483503000000001e+00, 6.797163299436136e+03
 8.500170000000001e+00, 6.332237018256359e+03
 8.516837000000001e+00, 6.782991204067006e+03
 8.533504000000001e+00, 6.776957385322203e+03
 8.550171000000001e+00, 6.721618495489874e+03
 8.566838000000001e+00, 6.721620755080717e+03
 8.583505000000001e+00, 6.680162294800010e+03
 8.600172000000001e+00, 6.662221376700394e+03
 8.616839000000001e+00, 6.630289787231481e+03
 8.633506000000001e+00, 6.611028158842761e+03
 8.650173000000001e+00, 6.583275765449540e+03
 8.666840000000001e+00, 6.561463839623892e+03
 8.683507000000001e+00, 6.535078206740257e+03
 8.700174000000001e+00, 6.507125489074906e+03
 8.716841000000001e+00, 6.477235053803478e+03
 8.733508000000000e+00, 6.451787892186608e+03
 8.750175000000000e+00, 6.402862860918481e+03
 8.766842000000000e+00, 6.400723886822836e+03
 8.783509000000000e+00, 6.400515003029069e+03
 8.800176000000000e+00, 6.393841045493971e+03
 8.816843000000000e+00, 6.453172143272717e+03
 8.833510000000000e+00, 6.500441945756551e+03
 8.850177000000000e+00, 6.525867974966957e+03
 8.866844000000000e+00, 6.576975208569162e+03
 8.883511000000000e+00, 6.606508716058789e+03
 8.900178000000000e+00, 6.726382973446872e+03
 8.916845000000000e+00, 6.767088960915128e+03
 8.933512000000000e+00, 6.785765089738602e+03
 8.950179000000000e+00, 6.833465931582999e+03
 8.966846000000000e+00, 6.797909114292552e+03
 8.983513000000000e+00, 6.735641679261260e+03
 9.000180000000000e+00, 6.697927312605288e+03
 9.016847000000000e+00, 6.643561043862797e+03
 9.033514000000000e+00, 6.619658297014291e+03
 9.050181000000000e+00, 6.584704457853019e+03
 9.066848000000000e+00, 6.465937935468707e+03
 9.083515000000000e+00, 6.207242495205560e+03
 9.100182000000000e+00, 5.986478024807494e+03
 9.116849000000000e+00, 5.955485073336486e+03
 9.133516000000000e+00, 5.898125795118078e+03
 9.150183000000000e+00, 5.854637210686014e+03
 9.166850000000000e+00, 5.949797012294654e+03
 9.183517000000000e+00, 5.972852312665015e+03
 9.200184000000000e+00, 5.692774207578351e+03
 9.216851000000000e+00, 5.445793478678955e+03
 9.233518000000000e+00, 5.330907680909565e+03
 9.250185000000000e+00, 5.249136053504899e+03
 9.266852000000000e+00, 5.230100629554539e+03
 9.283519000000000e+00, 5.160163854633067e+03
 9.300186000000000e+00, 5.187356618334721e+03
 9.316853000000000e+00, 5.235601845009511e+03
 9.333520000000000e+00, 5.248392450289501e+03
 9.350187000000000e+00, 5.143613602183228e+03
 9.366854000000000e+00, 5.115818399930432e+03
 9.383521000000000e+00, 5.048761324840435e+03
 9.400188000000000e+00, 5.008285130177111e+03
 9.416855000000000e+00, 4.968567339872089e+03
 9.433522000000000e+00, 4.972070444935069e+03
